customer_id,customer_name,segment,country,state,city,postal_code,region
CG-10368,Darrin Flake,Home Office,United States,Georgia,Atlanta,68649,South
CG-10369,Pete Davies,Consumer,United States,Virginia,Richmond,42799,South
CG-10370,Pete Jones,Home Office,United States,Washington,Spokane,69463,West
CG-10371,Ken Gonzalez,Home Office,United States,Washington,Spokane,44983,West
CG-10372,Lisa Johnson,Consumer,United States,Washington,Spokane,35440,West
CG-10373,Michael Eckert,Corporate,United States,California,San Diego,16230,West
CG-10374,Sandra Patel,Consumer,United States,Tennessee,Nashville,45750,South
CG-10375,Jennifer Watkins,Consumer,United States,Florida,Miami,37958,South
CG-10376,Brosina Jones,Consumer,United States,Illinois,Chicago,70653,Central
CG-10377,Ken Johnson,Home Office,United States,Florida,Tampa,65719,South
CG-10378,Michael Nguyen,Corporate,United States,Georgia,Atlanta,21424,South
CG-10379,Pete Lonsdale,Home Office,United States,Massachusetts,Boston,29398,East
CG-10380,Lisa Donatelli,Consumer,United States,North Carolina,Raleigh,87628,South
CG-10381,Brosina Kriz,Consumer,United States,Pennsylvania,Philadelphia,75145,East
CG-10382,Lisa Patel,Home Office,United States,Oregon,Portland,50146,West
CG-10383,Darrin Gute,Consumer,United States,Virginia,Richmond,87431,South
CG-10384,Robert Allen,Consumer,United States,Washington,Spokane,69783,West
CG-10385,Jennifer Gute,Consumer,United States,Tennessee,Nashville,31272,South
CG-10386,Darrin O'Donnell,Corporate,United States,New York,Buffalo,27560,East
CG-10387,Irene Lonsdale,Corporate,United States,Maryland,Baltimore,81673,East
CG-10388,Robert Williams,Home Office,United States,Oregon,Portland,65600,West
CG-10389,Sean Gonzalez,Consumer,United States,Minnesota,Minneapolis,52474,Central
CG-10390,Alejandro Nguyen,Consumer,United States,Oregon,Portland,95111,West
CG-10391,Sean Lonsdale,Consumer,United States,New Jersey,Newark,65479,East
CG-10392,Brosina Chen,Consumer,United States,New York,Buffalo,82718,East
CG-10393,Michael Eckert,Home Office,United States,Arizona,Tucson,78670,West
CG-10394,Sean Flake,Consumer,United States,Colorado,Denver,54787,West
CG-10395,Michael Davies,Home Office,United States,Oregon,Portland,18909,West
CG-10396,Zuschuss Brown,Consumer,United States,Massachusetts,Boston,47958,East
CG-10397,Andrew Allen,Corporate,United States,Michigan,Detroit,65004,Central
CG-10398,Jennifer Gute,Home Office,United States,Oregon,Portland,52209,West
CG-10399,John Van,Home Office,United States,Massachusetts,Boston,74767,East
CG-10400,Michael Davies,Corporate,United States,Ohio,Cleveland,27377,Central
CG-10401,Emily Gonzalez,Corporate,United States,Virginia,Richmond,41290,South
CG-10402,Michael Jones,Consumer,United States,Virginia,Richmond,63915,South
CG-10403,Robert Kriz,Corporate,United States,New Jersey,Newark,55518,East
CG-10404,Ken Allen,Corporate,United States,Massachusetts,Boston,41470,East
CG-10405,Pete Nguyen,Corporate,United States,Washington,Seattle,30215,West
CG-10406,Irene Flake,Home Office,United States,Virginia,Richmond,19965,South
CG-10407,Brosina Kriz,Corporate,United States,Florida,Miami,36219,South
CG-10408,John Smith,Corporate,United States,Colorado,Denver,85261,West
CG-10409,Lisa Donatelli,Consumer,United States,Arizona,Phoenix,45016,West
CG-10410,Pete O'Donnell,Corporate,United States,Pennsylvania,Philadelphia,84633,East
CG-10411,Alejandro Donatelli,Corporate,United States,Texas,Houston,62341,Central
CG-10412,Andrew Davies,Home Office,United States,Texas,Austin,34915,Central
CG-10413,Brosina Eckert,Consumer,United States,Washington,Seattle,40901,West
CG-10414,Andrew Brown,Consumer,United States,New Jersey,Newark,77659,East
CG-10415,Sean Gute,Consumer,United States,Washington,Seattle,49493,West
CG-10416,Michael Allen,Corporate,United States,Georgia,Atlanta,15313,South
CG-10417,Zuschuss Nguyen,Home Office,United States,Georgia,Atlanta,67869,South
CG-10418,Zuschuss Nguyen,Home Office,United States,Minnesota,Minneapolis,84914,Central
CG-10419,Pete Donatelli,Consumer,United States,North Carolina,Raleigh,73943,South
CG-10420,Zuschuss Donatelli,Consumer,United States,Oregon,Portland,54487,West
CG-10421,Lisa Flake,Home Office,United States,Massachusetts,Boston,99055,East
CG-10422,Brosina Smith,Home Office,United States,Arizona,Phoenix,79348,West
CG-10423,Patricia O'Donnell,Consumer,United States,Virginia,Richmond,90090,South
CG-10424,John Watkins,Corporate,United States,Oregon,Portland,66602,West
CG-10425,Jennifer Flake,Consumer,United States,North Carolina,Charlotte,29389,South
CG-10426,John Van,Home Office,United States,Washington,Seattle,78898,West
CG-10427,Claire Chen,Consumer,United States,New York,Buffalo,76587,East
CG-10428,Jennifer Watkins,Home Office,United States,Washington,Spokane,79245,West
CG-10429,Jennifer Johnson,Consumer,United States,Washington,Spokane,96429,West
CG-10430,Sandra Watkins,Consumer,United States,Pennsylvania,Pittsburgh,98739,East
CG-10431,Irene Smith,Corporate,United States,New Jersey,Newark,79820,East
CG-10432,John Johnson,Consumer,United States,Illinois,Chicago,70892,Central
CG-10433,Sandra Kriz,Consumer,United States,Oregon,Portland,99466,West
CG-10434,Ken Patel,Consumer,United States,Washington,Spokane,82893,West
CG-10435,John Eckert,Consumer,United States,Washington,Seattle,43438,West
CG-10436,Alejandro Davies,Home Office,United States,California,San Francisco,53147,West
CG-10437,Maria O'Donnell,Consumer,United States,Ohio,Cleveland,98467,Central
CG-10438,Andrew Brown,Consumer,United States,Michigan,Detroit,99368,Central
CG-10439,Jennifer Van,Consumer,United States,Texas,Austin,21791,Central
CG-10440,Alejandro Donatelli,Consumer,United States,California,Los Angeles,27301,West
CG-10441,Michael Lonsdale,Consumer,United States,Georgia,Atlanta,82244,South
CG-10442,Sean Watkins,Consumer,United States,Illinois,Chicago,12124,Central
CG-10443,Michael Allen,Home Office,United States,North Carolina,Charlotte,66882,South
CG-10444,Darrin Eckert,Corporate,United States,Pennsylvania,Philadelphia,49011,East
CG-10445,Pete Brown,Home Office,United States,Florida,Miami,32334,South
CG-10446,Ken Van,Home Office,United States,Florida,Miami,58731,South
CG-10447,Ken Smith,Consumer,United States,New York,Buffalo,20958,East
CG-10448,Sean Patel,Consumer,United States,Florida,Tampa,15104,South
CG-10449,Jennifer Patel,Home Office,United States,Florida,Orlando,24511,South
CG-10450,Alejandro O'Donnell,Consumer,United States,Ohio,Columbus,37780,Central
CG-10451,Ken Flake,Consumer,United States,Ohio,Cleveland,84890,Central
CG-10452,Michael Smith,Corporate,United States,Tennessee,Nashville,32205,South
CG-10453,Irene Lonsdale,Consumer,United States,New Jersey,Newark,40325,East
CG-10454,Claire Patel,Home Office,United States,North Carolina,Raleigh,24107,South
CG-10455,Pete Kriz,Consumer,United States,Georgia,Atlanta,67439,South
CG-10456,Andrew Van,Consumer,United States,Colorado,Denver,65400,West
CG-10457,Ken Smith,Consumer,United States,Florida,Miami,64904,South
CG-10458,Lisa Gonzalez,Corporate,United States,North Carolina,Raleigh,28672,South
CG-10459,Irene Chen,Home Office,United States,Pennsylvania,Pittsburgh,95314,East
CG-10460,Andrew Brown,Corporate,United States,Oregon,Portland,74071,West
CG-10461,Zuschuss Van,Consumer,United States,Michigan,Detroit,83641,Central
CG-10462,Claire Johnson,Home Office,United States,Virginia,Richmond,45678,South
CG-10463,John Lonsdale,Home Office,United States,Florida,Orlando,33184,South
CG-10464,Patricia Watkins,Corporate,United States,Arizona,Tucson,29433,West
CG-10465,Lisa Allen,Consumer,United States,New Jersey,Newark,46686,East
CG-10466,Alejandro Patel,Corporate,United States,Washington,Spokane,43441,West
CG-10467,Ken O'Donnell,Consumer,United States,Minnesota,Minneapolis,52851,Central
CG-10468,Andrew Gute,Corporate,United States,Arizona,Phoenix,89924,West
CG-10469,Sandra O'Donnell,Home Office,United States,Washington,Spokane,22692,West
CG-10470,Maria Brown,Consumer,United States,Colorado,Denver,84509,West
CG-10471,Sean Van,Consumer,United States,Washington,Seattle,44237,West
CG-10472,Darrin Van,Consumer,United States,California,San Diego,57512,West
CG-10473,Sandra Van,Corporate,United States,Virginia,Richmond,79696,South
CG-10474,Harold Nguyen,Corporate,United States,Maryland,Baltimore,94490,East
CG-10475,Alejandro Patel,Consumer,United States,Michigan,Detroit,41145,Central
CG-10476,Lisa Smith,Consumer,United States,California,San Francisco,33463,West
CG-10477,Lisa Johnson,Consumer,United States,Georgia,Atlanta,95760,South
CG-10478,Patricia Van,Corporate,United States,Ohio,Cleveland,28586,Central
CG-10479,Andrew Donatelli,Home Office,United States,New Jersey,Newark,72000,East
CG-10480,Sandra Allen,Corporate,United States,Washington,Spokane,36084,West
CG-10481,Alejandro Nguyen,Corporate,United States,New Jersey,Newark,93225,East
CG-10482,Emily Chen,Corporate,United States,Washington,Spokane,64844,West
CG-10483,Darrin Davies,Consumer,United States,Arizona,Phoenix,99646,West
CG-10484,Robert Patel,Consumer,United States,Washington,Seattle,86088,West
CG-10485,Claire Smith,Consumer,United States,North Carolina,Raleigh,58644,South
CG-10486,John Brown,Consumer,United States,New York,Buffalo,96307,East
CG-10487,Jennifer Patel,Consumer,United States,Ohio,Cleveland,46888,Central
CG-10488,Ken Brown,Consumer,United States,Ohio,Columbus,60164,Central
CG-10489,Jennifer Lonsdale,Consumer,United States,Maryland,Baltimore,50551,East
CG-10490,Darrin Flake,Consumer,United States,Pennsylvania,Philadelphia,10051,East
CG-10491,Ken Patel,Consumer,United States,New Jersey,Newark,29394,East
CG-10492,Brosina O'Donnell,Consumer,United States,Minnesota,Minneapolis,94695,Central
CG-10493,Brosina Gonzalez,Corporate,United States,New Jersey,Newark,37725,East
CG-10494,Brosina Allen,Home Office,United States,Pennsylvania,Pittsburgh,95001,East
CG-10495,Zuschuss Johnson,Home Office,United States,Texas,Austin,82629,Central
CG-10496,Harold Watkins,Consumer,United States,Arizona,Phoenix,67491,West
CG-10497,Claire Jones,Corporate,United States,Ohio,Cleveland,40679,Central
CG-10498,Alejandro Brown,Consumer,United States,Ohio,Cleveland,44121,Central
CG-10499,Andrew Gonzalez,Consumer,United States,Ohio,Cleveland,31741,Central
